timestamp,problem_size,instance_name,run_number,runs_per_instance,paradigm,solver,model,started_at,finished_at,elapsed_seconds,avg_ram_mb,max_ram_mb,cpu_percent,makespan,status,error
2026-05-16-02:29:54,j30,j3045_6,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-16T02:29:56,2026-05-16T02:33:43,227.006335,214.15,248.99,99.5,129,ok,
2026-05-16-02:29:54,j30,j3045_6,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-16T02:33:43,2026-05-16T02:53:43,1200.561478,69.92,71.48,99.6,139,ok,
2026-05-16-02:29:54,j30,j3045_6,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-16T02:53:43,2026-05-16T03:13:44,1200.417469,77.00,93.36,99.5,,no_solution,
2026-05-16-02:29:54,j30,j3045_6,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-16T03:13:44,2026-05-16T03:33:46,1201.916257,751.64,826.34,99.6,,no_solution,
2026-05-16-02:29:54,j30,j3045_6,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-16T03:33:46,2026-05-16T03:53:46,1200.468511,254.31,292.07,99.7,129,ok,
2026-05-16-02:29:54,j30,j3045_2,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-16T03:53:46,2026-05-16T03:54:28,42.095251,114.84,136.19,99.6,125,ok,
2026-05-16-02:29:54,j30,j3045_2,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-16T03:54:28,2026-05-16T04:14:29,1200.339720,73.81,76.69,99.6,125,ok,
2026-05-16-02:29:54,j30,j3045_2,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-16T04:14:29,2026-05-16T04:15:08,39.452131,47.46,54.53,99.5,125,ok,
2026-05-16-02:29:54,j30,j3045_2,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-16T04:15:08,2026-05-16T04:35:06,1197.757475,819.98,880.67,99.6,,no_solution,
2026-05-16-02:29:54,j30,j3045_2,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-16T04:35:06,2026-05-16T04:55:06,1200.470037,255.66,323.07,99.7,125,ok,
2026-05-16-02:29:54,j30,j3013_8,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-16T04:55:06,2026-05-16T05:15:07,1200.347816,184.74,268.75,99.6,106,ok,
2026-05-16-02:29:54,j30,j3013_8,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-16T05:15:07,2026-05-16T05:35:07,1200.334512,72.60,77.14,99.7,117,ok,
2026-05-16-02:29:54,j30,j3013_8,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-16T05:35:07,2026-05-16T05:55:07,1200.400479,66.14,78.89,99.6,,no_solution,
2026-05-16-02:29:54,j30,j3013_8,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-16T05:55:07,2026-05-16T06:15:14,1206.364803,489.37,524.38,99.6,,no_solution,
2026-05-16-02:29:54,j30,j3013_8,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-16T06:15:14,2026-05-16T06:35:14,1200.393853,206.44,226.93,99.7,106,ok,
2026-05-16-02:29:54,j30,j3029_4,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-16T06:35:14,2026-05-16T06:35:28,13.983746,58.17,84.16,99.5,103,ok,
2026-05-16-02:29:54,j30,j3029_4,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-16T06:35:28,2026-05-16T06:55:28,1200.334555,70.59,75.46,99.6,109,ok,
2026-05-16-02:29:54,j30,j3029_4,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-16T06:55:28,2026-05-16T06:56:10,41.487148,53.79,66.61,99.5,103,ok,
2026-05-16-02:29:54,j30,j3029_4,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-16T06:56:10,2026-05-16T07:16:13,1202.984967,492.21,525.26,99.6,,no_solution,
2026-05-16-02:29:54,j30,j3029_4,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-16T07:16:13,2026-05-16T07:36:13,1200.396215,193.64,270.80,99.7,104,ok,
2026-05-16-02:29:54,j30,j3041_6,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-16T07:36:13,2026-05-16T07:36:35,21.819974,66.22,85.24,99.5,103,ok,
2026-05-16-02:29:54,j30,j3041_6,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-16T07:36:35,2026-05-16T07:56:36,1200.333204,66.49,68.52,99.6,111,ok,
2026-05-16-02:29:54,j30,j3041_6,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-16T07:56:36,2026-05-16T07:56:47,11.170200,40.91,45.12,99.4,103,ok,
2026-05-16-02:29:54,j30,j3041_6,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-16T07:56:47,2026-05-16T08:16:49,1202.005080,496.22,533.88,99.6,112,ok,
2026-05-16-02:29:54,j30,j3041_6,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-16T08:16:49,2026-05-16T08:21:25,275.937852,158.76,175.50,99.7,103,ok,
2026-05-16-02:29:54,j30,j3045_7,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-16T08:21:25,2026-05-16T08:21:26,1.112460,27.83,36.52,97.8,101,ok,
2026-05-16-02:29:54,j30,j3045_7,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-16T08:21:26,2026-05-16T08:41:26,1200.335506,68.39,71.37,99.6,112,ok,
2026-05-16-02:29:54,j30,j3045_7,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-16T08:41:26,2026-05-16T08:41:30,4.296489,37.85,42.95,99.0,101,ok,
2026-05-16-02:29:54,j30,j3045_7,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-16T08:41:30,2026-05-16T09:01:38,1207.160038,503.49,532.26,99.6,,no_solution,
2026-05-16-02:29:54,j30,j3045_7,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-16T09:01:38,2026-05-16T09:03:27,109.731109,174.15,199.90,99.6,101,ok,
