timestamp,problem_size,instance_name,run_number,runs_per_instance,paradigm,solver,model,started_at,finished_at,elapsed_seconds,avg_ram_mb,max_ram_mb,cpu_percent,makespan,status,error
2026-05-14-20:21:25,j90,j9019_6,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-14T20:21:27,2026-05-14T20:21:29,2.029985,67.58,167.58,88.4,136,ok,
2026-05-14-20:21:25,j90,j9019_6,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-14T20:21:29,2026-05-14T20:21:31,2.053429,68.49,167.00,88.9,136,ok,
2026-05-14-20:21:25,j90,j9019_6,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-14T20:21:31,2026-05-14T20:21:33,1.939476,72.12,164.47,90.5,136,ok,
2026-05-14-20:21:25,j90,j9019_6,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-14T20:21:33,2026-05-14T20:21:37,4.338247,182.16,470.93,98.7,136,ok,
2026-05-14-20:21:25,j90,j9019_6,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-14T20:21:37,2026-05-14T20:21:39,2.093288,54.01,107.32,93.6,136,ok,
2026-05-14-20:21:25,j90,j9037_3,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-14T20:21:39,2026-05-14T20:24:32,172.208196,188.33,229.94,99.6,132,ok,
2026-05-14-20:21:25,j90,j9037_3,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-14T20:24:32,2026-05-14T20:44:32,1200.420984,180.26,198.94,99.7,146,ok,
2026-05-14-20:21:25,j90,j9037_3,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-14T20:44:32,2026-05-14T20:49:37,304.589336,70.17,198.25,99.6,132,ok,
2026-05-14-20:21:25,j90,j9037_3,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-14T20:49:37,2026-05-14T21:09:58,1220.897671,1997.32,2173.79,99.6,,no_solution,
2026-05-14-20:21:25,j90,j9037_3,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-14T21:09:58,2026-05-14T21:29:58,1200.909711,573.26,781.50,99.7,137,ok,
2026-05-14-20:21:25,j90,j9023_9,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-14T21:29:58,2026-05-14T21:30:00,1.276314,42.97,97.57,97.7,126,ok,
2026-05-14-20:21:25,j90,j9023_9,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-14T21:30:00,2026-05-14T21:30:01,1.345689,49.37,133.70,98.0,126,ok,
2026-05-14-20:21:25,j90,j9023_9,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-14T21:30:01,2026-05-14T21:30:02,1.248012,43.58,99.74,97.9,126,ok,
2026-05-14-20:21:25,j90,j9023_9,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-14T21:30:02,2026-05-14T21:30:09,6.422331,256.99,623.17,99.4,126,ok,
2026-05-14-20:21:25,j90,j9023_9,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-14T21:30:09,2026-05-14T21:30:13,3.745055,91.86,154.56,96.7,126,ok,
2026-05-14-20:21:25,j90,j9037_5,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-14T21:30:13,2026-05-14T21:50:13,1200.400942,318.50,377.00,99.6,130,ok,
2026-05-14-20:21:25,j90,j9037_5,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-14T21:50:13,2026-05-14T22:10:13,1200.420258,179.99,233.18,99.7,140,ok,
2026-05-14-20:21:25,j90,j9037_5,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-14T22:10:13,2026-05-14T22:30:14,1200.416928,94.16,233.93,99.6,151,ok,
2026-05-14-20:21:25,j90,j9037_5,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-14T22:30:14,2026-05-14T22:50:09,1195.228903,1905.16,2197.68,99.6,,no_solution,
2026-05-14-20:21:25,j90,j9037_5,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-14T22:50:09,2026-05-14T23:10:10,1200.788165,577.73,1030.29,99.7,,no_solution,
2026-05-14-20:21:25,j90,j9021_3,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-14T23:10:10,2026-05-14T23:30:10,1200.392177,264.00,311.77,99.6,127,ok,
2026-05-14-20:21:25,j90,j9021_3,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-14T23:30:10,2026-05-14T23:50:11,1200.407683,169.24,178.06,99.7,140,ok,
2026-05-14-20:21:25,j90,j9021_3,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-14T23:50:11,2026-05-15T00:10:11,1200.410455,103.79,115.45,99.6,126,ok,
2026-05-14-20:21:25,j90,j9021_3,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-15T00:10:11,2026-05-15T00:28:47,1116.099942,1582.34,1792.74,99.6,,no_solution,
2026-05-14-20:21:25,j90,j9021_3,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-15T00:28:47,2026-05-15T00:48:48,1200.700532,503.36,764.79,99.7,,no_solution,
2026-05-14-20:21:25,j90,j9037_4,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-15T00:48:48,2026-05-15T01:08:48,1200.378471,344.88,416.92,99.7,128,ok,
2026-05-14-20:21:25,j90,j9037_4,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-15T01:08:48,2026-05-15T01:28:49,1200.406426,188.72,202.44,99.7,150,ok,
2026-05-14-20:21:25,j90,j9037_4,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-15T01:28:49,2026-05-15T01:48:49,1200.405784,88.73,203.75,99.6,,no_solution,
2026-05-14-20:21:25,j90,j9037_4,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-15T01:48:49,2026-05-15T02:07:19,1110.248027,1630.76,1803.47,99.6,,no_solution,
2026-05-14-20:21:25,j90,j9037_4,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-15T02:07:19,2026-05-15T02:27:20,1200.716956,516.22,602.66,99.7,,no_solution,
2026-05-14-20:21:25,j90,j9037_7,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-15T02:27:20,2026-05-15T02:47:21,1200.391149,374.76,426.54,99.7,127,ok,
2026-05-14-20:21:25,j90,j9037_7,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-15T02:47:21,2026-05-15T03:07:21,1200.408103,187.85,401.76,99.7,146,ok,
2026-05-14-20:21:25,j90,j9037_7,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-15T03:07:21,2026-05-15T03:27:21,1200.404108,102.02,401.05,99.6,131,ok,
2026-05-14-20:21:25,j90,j9037_7,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-15T03:27:21,2026-05-15T03:47:59,1237.876431,1520.15,1660.93,99.6,,no_solution,
2026-05-14-20:21:25,j90,j9037_7,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-15T03:47:59,2026-05-15T04:08:00,1200.692807,444.18,560.23,99.8,126,ok,
2026-05-14-20:21:25,j90,j9037_9,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-15T04:08:00,2026-05-15T04:10:50,170.109002,177.82,213.39,99.6,123,ok,
2026-05-14-20:21:25,j90,j9037_9,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-15T04:10:50,2026-05-15T04:30:50,1200.399199,163.81,197.05,99.7,145,ok,
2026-05-14-20:21:25,j90,j9037_9,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-15T04:30:50,2026-05-15T04:41:18,627.371248,89.48,195.52,99.6,123,ok,
2026-05-14-20:21:25,j90,j9037_9,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-15T04:41:18,2026-05-15T05:02:30,1272.144780,1479.77,1596.28,99.6,,no_solution,
