timestamp,problem_size,instance_name,run_number,runs_per_instance,paradigm,solver,model,started_at,finished_at,elapsed_seconds,avg_ram_mb,max_ram_mb,cpu_percent,makespan,status,error
2026-05-15-14:58:54,j60,j6037_3,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-15T14:58:56,2026-05-15T14:59:02,5.802576,50.88,74.02,95.9,139,ok,
2026-05-15-14:58:54,j60,j6037_3,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-15T14:59:02,2026-05-15T15:19:03,1200.757161,132.75,142.97,99.6,153,ok,
2026-05-15-14:58:54,j60,j6037_3,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-15T15:19:03,2026-05-15T15:19:07,4.366801,46.63,71.15,95.4,139,ok,
2026-05-15-14:58:54,j60,j6037_3,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-15T15:19:07,2026-05-15T15:39:01,1194.387843,1493.48,1630.85,99.6,,no_solution,
2026-05-15-14:58:54,j60,j6037_3,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-15T15:39:01,2026-05-15T15:59:02,1200.655091,436.57,706.47,99.7,139,ok,
2026-05-15-14:58:54,j60,j6041_8,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-15T15:59:02,2026-05-15T16:19:03,1200.367455,240.10,304.11,99.6,138,ok,
2026-05-15-14:58:54,j60,j6041_8,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-15T16:19:03,2026-05-15T16:39:03,1200.381243,126.62,131.69,99.7,164,ok,
2026-05-15-14:58:54,j60,j6041_8,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-15T16:39:03,2026-05-15T16:59:03,1200.403711,77.12,89.69,99.6,139,ok,
2026-05-15-14:58:54,j60,j6041_8,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-15T16:59:03,2026-05-15T17:19:02,1198.856890,1593.13,1758.28,99.6,,no_solution,
2026-05-15-14:58:54,j60,j6041_8,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-15T17:19:02,2026-05-15T17:39:03,1200.690488,516.44,810.30,99.7,,no_solution,
2026-05-15-14:58:54,j60,j6041_6,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-15T17:39:03,2026-05-15T17:59:03,1200.373482,242.52,283.26,99.6,138,ok,
2026-05-15-14:58:54,j60,j6041_6,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-15T17:59:03,2026-05-15T18:19:04,1200.382849,135.71,138.38,99.7,149,ok,
2026-05-15-14:58:54,j60,j6041_6,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-15T18:19:04,2026-05-15T18:39:04,1200.405883,81.10,119.03,99.6,,no_solution,
2026-05-15-14:58:54,j60,j6041_6,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-15T18:39:04,2026-05-15T18:59:18,1214.194074,1575.93,1717.15,99.6,,no_solution,
2026-05-15-14:58:54,j60,j6041_6,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-15T18:59:18,2026-05-15T19:19:19,1200.686351,436.20,830.27,99.7,,no_solution,
2026-05-15-14:58:54,j60,j6041_4,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-15T19:19:19,2026-05-15T19:23:44,265.285809,147.07,173.77,99.6,133,ok,
2026-05-15-14:58:54,j60,j6041_4,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-15T19:23:44,2026-05-15T19:43:45,1200.375067,114.84,121.23,99.7,,no_solution,
2026-05-15-14:58:54,j60,j6041_4,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-15T19:43:45,2026-05-15T20:03:45,1200.345812,70.98,77.64,99.6,142,ok,
2026-05-15-14:58:54,j60,j6041_4,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-15T20:03:45,2026-05-15T20:23:49,1203.794151,1364.20,1512.86,99.6,,no_solution,
2026-05-15-14:58:54,j60,j6041_4,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-15T20:23:49,2026-05-15T20:43:49,1200.635976,413.86,654.26,99.7,137,ok,
2026-05-15-14:58:54,j60,j6041_7,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-15T20:43:49,2026-05-15T21:03:50,1200.377041,335.75,396.46,99.6,133,ok,
2026-05-15-14:58:54,j60,j6041_7,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-15T21:03:50,2026-05-15T21:23:50,1200.380626,131.67,137.29,99.7,160,ok,
2026-05-15-14:58:54,j60,j6041_7,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-15T21:23:50,2026-05-15T21:42:26,1115.879075,81.09,90.96,99.6,132,ok,
2026-05-15-14:58:54,j60,j6041_7,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-15T21:42:26,2026-05-15T22:02:23,1197.017567,1682.09,1821.97,99.6,,no_solution,
2026-05-15-14:58:54,j60,j6041_7,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-15T22:02:23,2026-05-15T22:22:24,1200.691083,548.92,937.70,99.7,,no_solution,
2026-05-15-14:58:54,j60,j6041_9,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-15T22:22:24,2026-05-15T22:42:24,1200.363008,221.87,273.78,99.6,132,ok,
2026-05-15-14:58:54,j60,j6041_9,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-15T22:42:24,2026-05-15T23:02:25,1200.383629,116.27,121.82,99.7,146,ok,
2026-05-15-14:58:54,j60,j6041_9,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-15T23:02:25,2026-05-15T23:22:25,1200.411629,88.95,106.59,99.6,133,ok,
2026-05-15-14:58:54,j60,j6041_9,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-15T23:22:25,2026-05-15T23:41:59,1174.245319,1291.81,1425.75,99.6,,no_solution,
2026-05-15-14:58:54,j60,j6041_9,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-15T23:41:59,2026-05-16T00:02:00,1200.627035,383.70,636.52,99.7,,no_solution,
2026-05-15-14:58:54,j60,j6041_1,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-16T00:02:00,2026-05-16T00:22:00,1200.369403,258.28,344.92,99.6,133,ok,
