timestamp,problem_size,instance_name,run_number,runs_per_instance,paradigm,solver,model,started_at,finished_at,elapsed_seconds,avg_ram_mb,max_ram_mb,cpu_percent,makespan,status,error
2026-05-14-20:21:19,j120,j1206_3,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-14T20:21:21,2026-05-14T20:41:21,1200.667068,262.24,314.91,99.6,144,ok,
2026-05-14-20:21:19,j120,j1206_3,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-14T20:41:21,2026-05-14T21:01:22,1200.691295,326.07,348.14,99.3,166,ok,
2026-05-14-20:21:19,j120,j1206_3,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-14T21:01:22,2026-05-14T21:21:22,1200.423652,81.76,94.12,99.6,,no_solution,
2026-05-14-20:21:19,j120,j1206_3,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-14T21:21:22,2026-05-14T21:40:42,1159.203659,3260.87,3785.00,99.6,,no_solution,
2026-05-14-20:21:19,j120,j1206_3,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-14T21:40:42,2026-05-14T22:00:43,1201.160200,886.95,1154.47,99.6,,no_solution,
2026-05-14-20:21:19,j120,j12015_8,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-14T22:00:43,2026-05-14T22:00:44,1.411265,53.46,118.01,98.1,126,ok,
2026-05-14-20:21:19,j120,j12015_8,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-14T22:00:44,2026-05-14T22:00:46,1.592048,61.35,185.75,98.3,126,ok,
2026-05-14-20:21:19,j120,j12015_8,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-14T22:00:46,2026-05-14T22:00:47,1.409610,51.58,117.64,97.9,126,ok,
2026-05-14-20:21:19,j120,j12015_8,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-14T22:00:47,2026-05-14T22:00:58,10.787167,451.12,1040.31,99.3,126,ok,
2026-05-14-20:21:19,j120,j12015_8,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-14T22:00:58,2026-05-14T22:01:04,6.202744,154.75,268.29,98.1,126,ok,
2026-05-14-20:21:19,j120,j1201_3,1,1,cp,chuffed,rcpsp_cp.mzn,2026-05-14T22:01:04,2026-05-14T22:21:05,1200.391771,211.48,300.41,99.6,,no_solution,
2026-05-14-20:21:19,j120,j1201_3,1,1,cp,gecode,rcpsp_cp.mzn,2026-05-14T22:21:05,2026-05-14T22:41:05,1200.426311,207.21,230.26,99.1,,no_solution,
2026-05-14-20:21:19,j120,j1201_3,1,1,cp,cp-sat,rcpsp_cp.mzn,2026-05-14T22:41:05,2026-05-14T23:01:06,1200.415544,84.31,95.61,99.6,,no_solution,
2026-05-14-20:21:19,j120,j1201_3,1,1,ilp,coin-bc,rcpsp_ilp.mzn,2026-05-14T23:01:06,2026-05-14T23:21:11,1205.225551,1451.12,1622.41,99.6,,no_solution,
2026-05-14-20:21:19,j120,j1201_3,1,1,ilp,gurobi,rcpsp_ilp.mzn,2026-05-14T23:21:11,2026-05-14T23:41:11,1200.687116,503.67,683.64,99.7,128,ok,
